gene_id	chrom	start	end	strand
ENSG00000130182	16	3138891	3149318	-1
ENSG00000005073	7	27221129	27224842	-1
ENSG00000196557	16	1203241	1271771	1
ENSG00000183576	14	99864083	99947216	-1
ENSG00000235162	12	105629068	105789875	1
ENSG00000106031	7	27233122	27239725	-1
ENSG00000015592	8	27092840	27115937	-1
ENSG00000153820	2	228844666	229046361	-1
ENSG00000106038	7	27282164	27287047	1
ENSG00000117411	1	44444615	44456840	1
ENSG00000184828	18	45553044	45937123	-1
ENSG00000184588	1	66258197	66840259	1
ENSG00000122386	16	3162561	3170518	1
ENSG00000128534	7	117824086	117832878	1
ENSG00000106049	7	27565061	27702614	-1
ENSG00000106803	9	101984346	101992897	1
ENSG00000086062	9	33104080	33167354	-1
ENSG00000182544	12	53645035	53648189	1
ENSG00000106013	7	117854727	117882785	1
ENSG00000153823	2	229715242	230136001	-1
ENSG00000135476	12	53662083	53687427	1
ENSG00000081870	1	54387234	54411975	-1
ENSG00000102984	16	71893583	71929239	-1
ENSG00000157540	21	38739236	38887680	1
ENSG00000151491	12	15773092	16035263	-1
ENSG00000187957	2	230222345	230579274	-1
ENSG00000186205	1	220960101	220987735	1
ENSG00000101343	20	20015012	20036690	-1
ENSG00000253719	12	74931551	74935223	1
ENSG00000139668	13	52158644	52334135	1
ENSG00000143363	1	150980896	151008189	1
ENSG00000145198	3	183948217	183960117	1
ENSG00000205045	17	33791268	33864880	-1
ENSG00000089505	16	66600294	66613040	1
ENSG00000136206	7	44040488	44049721	1
ENSG00000166619	20	36130816	36156333	-1
ENSG00000135517	12	56843286	56862950	-1
ENSG00000103811	15	79213400	79241916	-1
ENSG00000122711	9	33218363	33248565	1
ENSG00000136279	7	44084232	44109055	1
ENSG00000119508	9	102584137	102629173	1
ENSG00000111642	12	6679249	6716642	-1
ENSG00000109062	17	72744791	72765492	1
ENSG00000176422	12	56862301	56864763	1
ENSG00000236320	17	33875144	33885117	-1
ENSG00000085644	16	3179778	3192806	1
ENSG00000173825	11	65122238	65125084	1
ENSG00000135423	12	56864736	56882198	-1
ENSG00000007908	1	169691781	169703220	-1
ENSG00000167910	8	59402737	59412795	-1
ENSG00000153827	2	230631930	230787955	-1
ENSG00000159210	17	47006678	47022479	-1
ENSG00000162241	11	65142663	65151172	-1
ENSG00000167992	11	61025762	61062896	-1
ENSG00000074590	12	106457118	106533811	-1
ENSG00000184408	7	119913722	120390385	1
ENSG00000181585	3	46742823	46752376	1
ENSG00000166006	12	75433857	75603648	-1
ENSG00000168124	16	3254247	3255188	1
ENSG00000137575	8	59465483	59495419	1
ENSG00000010539	16	3272325	3286221	-1
ENSG00000113593	5	64859063	64883376	1
ENSG00000134030	18	46065417	46389588	1
ENSG00000108733	17	33901814	33905882	-1
ENSG00000106688	9	4490444	4587469	1
ENSG00000116212	1	54411750	54433841	1
ENSG00000165092	9	75515578	75695358	-1
ENSG00000023734	12	16035325	16056412	1
ENSG00000102796	13	52342129	52378293	-1
ENSG00000206549	3	46753605	46854064	-1
ENSG00000107262	9	33247818	33264761	-1
ENSG00000123349	12	53689075	53693234	1
ENSG00000136630	1	221051699	221059124	1
ENSG00000106052	7	27778950	27880938	1
ENSG00000023697	12	16064106	16190220	1
ENSG00000166012	11	93463114	93517557	-1
ENSG00000109220	4	54875956	54930857	-1
ENSG00000123171	13	52436117	52440366	1
ENSG00000157542	21	38996789	39288749	-1
ENSG00000101665	18	46446223	46477081	-1
ENSG00000178381	7	1191707	1200395	-1
ENSG00000106025	7	120427376	120498456	-1
ENSG00000214160	3	183960089	183967336	-1
ENSG00000103313	16	3292028	3306627	-1
ENSG00000172236	16	1290697	1293619	1
ENSG00000155330	16	46830519	46865323	-1
ENSG00000119953	10	112052798	112064709	-1
ENSG00000106686	9	4553386	4666674	-1
ENSG00000143507	1	221874766	221915518	-1
ENSG00000159214	1	44457031	44462200	1
ENSG00000109065	17	72766686	72772506	-1
ENSG00000100982	20	44563267	44576662	1
ENSG00000184574	12	6728001	6745613	-1
ENSG00000180881	12	75669759	75784708	-1
ENSG00000188991	12	16341419	16430619	-1
ENSG00000090061	14	99947506	100001381	1
ENSG00000008394	12	16500076	16762193	1
ENSG00000111644	12	6747241	6756626	-1
ENSG00000145194	3	183967438	184010819	1
ENSG00000136026	12	106631655	106698057	-1
ENSG00000180613	4	54965690	54968672	1
ENSG00000139637	12	53693470	53700961	1
ENSG00000006125	17	33905065	34053436	1
ENSG00000154079	6	71276620	71299272	1
ENSG00000156502	10	70939988	70968855	1
ENSG00000198026	20	44577292	44600833	-1
ENSG00000166046	12	106695707	106740793	1
ENSG00000160808	3	46899362	46923659	-1
ENSG00000095917	16	1306060	1308532	1
ENSG00000006194	16	3313743	3351401	1
ENSG00000058335	15	79252289	79383115	-1
ENSG00000103275	16	1355548	1377019	1
ENSG00000134853	4	55095264	55164414	1
ENSG00000159224	17	47035916	47045958	-1
ENSG00000119801	2	30369807	30383399	1
ENSG00000094914	12	53701240	53718648	-1
ENSG00000143107	1	109255279	109285365	1
ENSG00000071243	7	120590803	120617270	1
ENSG00000048540	12	16701307	16763528	-1
ENSG00000104228	8	27142404	27168836	-1
ENSG00000118473	1	66999066	67213982	1
ENSG00000159217	17	47074774	47133012	1
ENSG00000167986	11	61066923	61110068	-1
ENSG00000157551	21	39529128	39673748	1
ENSG00000153832	2	230787018	230877825	1
ENSG00000112305	6	71377479	71571718	1
ENSG00000166123	16	46918290	46965209	1
ENSG00000141627	18	46570039	46987717	-1
ENSG00000163141	1	151009046	151020076	1
ENSG00000163053	2	230899698	230933715	-1
ENSG00000111653	12	6759446	6772314	-1
ENSG00000171806	1	169761670	169764107	-1
ENSG00000120899	8	27168999	27316903	1
ENSG00000138166	10	112257596	112271302	1
ENSG00000116266	1	109289296	109352148	1
ENSG00000135899	2	231032009	231090444	-1
ENSG00000053438	20	36149617	36152092	1
ENSG00000198010	8	1449532	1656642	1
ENSG00000000457	1	169821804	169863408	-1
ENSG00000132792	20	36322408	36500531	1
ENSG00000140993	16	3348832	3355729	-1
ENSG00000086065	9	33264940	33281977	1
ENSG00000235711	15	79575146	79590580	1
ENSG00000100442	14	45584803	45604522	-1
ENSG00000171532	17	37759789	37766030	-1
ENSG00000106034	7	120628731	120937498	1
ENSG00000166557	15	79603404	79704334	1
ENSG00000162086	16	3355406	3368852	1
ENSG00000013503	12	106751436	106903976	1
ENSG00000131771	17	37782993	37792879	1
ENSG00000126391	11	65154070	65180996	1
ENSG00000182919	11	93474757	93497915	1
ENSG00000177576	18	47008028	47013622	-1
ENSG00000007516	16	1383602	1399439	1
ENSG00000089101	20	20033158	20341346	1
ENSG00000143512	1	222695602	222721445	-1
ENSG00000205808	9	4662298	4665256	1
ENSG00000069345	16	46989299	47007699	-1
ENSG00000168158	16	3405889	3406924	1
ENSG00000203985	1	54474412	54483856	-1
ENSG00000232196	16	3421053	3422283	-1
ENSG00000106993	9	4679559	4708398	1
ENSG00000169330	15	79724858	79764632	1
ENSG00000109066	17	72772622	72835918	1
ENSG00000140987	16	3432085	3451065	-1
ENSG00000116209	1	54497347	54519177	-1
ENSG00000163888	3	183977001	183979251	-1
ENSG00000135046	9	75766673	75785309	1
ENSG00000172613	11	67159176	67165881	1
ENSG00000136371	15	80125927	80189721	-1
ENSG00000213626	2	30454397	30546596	1
ENSG00000175166	3	184016497	184026842	1
ENSG00000143443	1	151020216	151024462	1
ENSG00000182372	8	1703944	1734738	1
ENSG00000265681	18	47014851	47018893	-1
ENSG00000149571	11	126293254	126873355	-1
ENSG00000023318	9	102741461	102861322	-1
ENSG00000111404	12	18233803	18473041	-1
ENSG00000170236	15	50792759	50838905	-1
ENSG00000075142	7	87834433	87856308	-1
ENSG00000100985	20	44637547	44645200	1
ENSG00000147853	9	4711155	4742043	-1
ENSG00000113595	5	64885507	64921802	-1
ENSG00000076067	12	56915713	56984745	1
ENSG00000139144	12	18400548	18801348	1
ENSG00000187790	14	45605143	45670093	1
ENSG00000035681	8	59496063	59572403	-1
ENSG00000197622	1	151023447	151032249	-1
ENSG00000132821	20	36531499	36573752	1
ENSG00000180953	15	80191182	80216044	-1
ENSG00000167080	17	47209822	47247351	1
ENSG00000197168	13	52611093	52703214	-1
ENSG00000131748	17	37793318	37819737	1
ENSG00000140932	16	66613351	66622178	1
ENSG00000103343	16	3451235	3459370	1
ENSG00000142186	11	65292548	65306175	1
ENSG00000196517	1	44457172	44497139	-1
ENSG00000120158	9	4792869	4861064	1
ENSG00000104728	8	1772142	1906807	1
ENSG00000108055	10	112327449	112364394	1
ENSG00000126746	12	6775643	6798738	-1
ENSG00000140931	16	66637777	66647795	1
ENSG00000139151	12	18836103	18890991	-1
ENSG00000140379	15	80253231	80263788	-1
ENSG00000079263	2	231090445	231223762	1
ENSG00000138600	15	50999506	51058005	-1
ENSG00000086666	15	80351910	80430735	1
ENSG00000197471	16	29674300	29682187	1
ENSG00000182218	14	100111447	100146906	1
ENSG00000173401	12	75728419	75764340	1
ENSG00000156510	10	70980059	71027315	1
ENSG00000143498	1	222731244	222763275	-1
ENSG00000167981	16	3486104	3493542	-1
ENSG00000101407	20	36611409	36661870	-1
ENSG00000139200	12	6802958	6809981	-1
ENSG00000180481	12	75784850	75826468	1
ENSG00000142494	17	19398698	19482347	1
ENSG00000122390	16	3493611	3536963	1
ENSG00000119509	9	102861538	103063282	1
ENSG00000101413	20	36661948	36720768	1
ENSG00000136098	13	52706775	52733996	-1
ENSG00000167083	17	47280153	47287936	-1
ENSG00000183723	16	66648653	66730610	-1
ENSG00000111652	12	6832907	6841041	1
ENSG00000153814	7	27870192	28220362	-1
ENSG00000161509	17	72838162	72857627	-1
ENSG00000127954	7	87905744	87936206	-1
ENSG00000157404	4	55524085	55606881	1
ENSG00000183578	15	51348795	51397473	-1
ENSG00000086102	9	33290509	33371155	1
ENSG00000114867	3	184032283	184053146	1
ENSG00000213190	1	151030234	151040970	1
ENSG00000198963	9	77112281	77302117	1
ENSG00000157554	21	39751949	40033704	-1
ENSG00000137869	15	51500254	51630807	-1
ENSG00000198959	20	36756863	36794980	-1
ENSG00000042429	11	93517393	93547861	1
ENSG00000101670	18	47087069	47119276	1
ENSG00000124140	20	44650329	44688789	1
ENSG00000139278	12	75874460	75897633	1
ENSG00000177938	12	18891045	18892121	1
ENSG00000143458	1	151043054	151098018	1
ENSG00000096968	9	4985033	5128183	1
ENSG00000112309	6	71566382	71666741	-1
ENSG00000052126	12	19282648	19529334	1
ENSG00000142611	1	2985732	3355185	1
ENSG00000108798	17	47287589	47300587	1
ENSG00000146592	7	28338940	28865511	1
ENSG00000135720	16	66754796	66785701	-1
ENSG00000161513	17	72858619	72869156	-1
ENSG00000167315	18	47309869	47340323	-1
ENSG00000162641	1	109358520	109506106	-1
ENSG00000036530	14	100150641	100193638	1
ENSG00000152760	1	67218142	67244470	1
ENSG00000171872	1	44584522	44600812	1
ENSG00000103876	15	80444832	80479288	1
ENSG00000170374	12	53720362	53739099	-1
ENSG00000007520	16	1399241	1401912	-1
ENSG00000172954	2	30670092	30867091	1
ENSG00000122678	7	44111846	44122139	-1
ENSG00000178028	1	44679127	44686353	1
ENSG00000185591	12	53773960	53810230	1
ENSG00000116205	1	54519260	54578192	1
ENSG00000090581	16	1401924	1413352	1
ENSG00000119900	6	71998506	72011973	1
ENSG00000076108	12	56989380	57030600	-1
ENSG00000111615	12	75890684	75905416	-1
ENSG00000182348	7	88388682	88966346	1
ENSG00000104093	15	51739908	51915030	-1
ENSG00000135409	12	53817639	53825318	1
ENSG00000113597	5	64920543	64962060	1
ENSG00000164645	7	88423420	88425035	-1
ENSG00000164647	7	89783689	89794143	1
ENSG00000075945	1	169890467	170054349	-1
ENSG00000168056	11	65306276	65326401	-1
ENSG00000136114	13	52951305	52980629	-1
ENSG00000205352	12	53835389	53840429	1
ENSG00000173868	17	47300724	47308128	-1
ENSG00000134954	11	128328656	128457437	-1
ENSG00000059145	16	1413206	1464752	-1
ENSG00000215131	16	3543484	3545480	-1
ENSG00000119121	9	77337411	77503010	-1
ENSG00000136100	13	52986839	53024763	-1
ENSG00000103351	16	3550924	3589048	1
ENSG00000172410	1	67263424	67266939	-1
ENSG00000120210	9	5163863	5185668	-1
ENSG00000152763	1	67278568	67390570	-1
ENSG00000157214	7	89796904	89870091	1
ENSG00000072210	17	19551449	19580911	1
ENSG00000120211	9	5231419	5235304	1
ENSG00000002745	7	120965421	120981158	1
ENSG00000107014	9	5299868	5304969	-1
ENSG00000196937	7	120988905	121036418	-1
ENSG00000167306	18	47349183	47721463	-1
ENSG00000089693	12	6857170	6876641	-1
ENSG00000079841	6	72596406	73112845	1
ENSG00000104112	15	51973550	52013223	1
ENSG00000198740	17	47366568	47439835	-1
ENSG00000111783	12	106976685	107156581	1
ENSG00000214376	11	93551398	93583697	-1
ENSG00000185404	2	231191899	231268447	1
ENSG00000143434	1	151104161	151119104	-1
ENSG00000107018	9	5334969	5339873	-1
ENSG00000140280	15	52015208	52043782	-1
ENSG00000181333	11	93754527	93846917	1
ENSG00000107020	9	5357973	5437878	-1
ENSG00000173404	20	20348765	20351590	1
ENSG00000188559	20	20370196	20693266	-1
ENSG00000129534	14	45672393	45722743	-1
ENSG00000157211	1	54598747	54619443	-1
ENSG00000124160	20	44689624	44718591	-1
ENSG00000128872	15	52043758	52108565	1
ENSG00000174109	16	1469745	1479345	-1
ENSG00000197599	16	1484384	1494557	-1
ENSG00000067066	2	231280657	231408805	1
ENSG00000197111	12	53835525	53874946	1
ENSG00000139154	12	19556979	19873735	1
ENSG00000106624	7	44143960	44154161	1
ENSG00000149633	20	36838890	36889174	-1
ENSG00000162949	2	30945637	31043408	-1
ENSG00000120903	8	27317279	27337400	-1
ENSG00000172361	18	47753563	47792892	-1
ENSG00000103249	16	1494935	1525581	-1
ENSG00000106278	7	121513143	121702090	1
ENSG00000121957	1	109417972	109473044	1
ENSG00000138594	15	52121825	52239492	1
ENSG00000188827	16	3631182	3661599	-1
ENSG00000172379	15	80696692	80890278	1
ENSG00000176595	8	1922044	1955102	1
ENSG00000130762	1	3370990	3397677	1
ENSG00000120915	8	27348296	27403081	1
ENSG00000172572	12	20522179	20837315	1
ENSG00000167085	17	47481414	47492246	-1
ENSG00000156515	10	71029740	71161638	1
ENSG00000215883	1	54638009	54665709	-1
ENSG00000166477	15	52230222	52264003	-1
ENSG00000136891	9	103064359	103115221	-1
ENSG00000139155	12	20848289	20906320	1
ENSG00000149476	11	61100682	61120767	1
ENSG00000069956	15	52244303	52358462	1
ENSG00000106066	7	29034847	29235067	-1
ENSG00000135932	2	231577560	231685790	1
ENSG00000141644	18	47793252	47808144	-1
ENSG00000120217	9	5450503	5470566	1
ENSG00000159335	12	6874682	6880116	1
ENSG00000110218	11	93862094	93915138	1
ENSG00000137875	15	52401460	52404972	-1
ENSG00000213918	16	3661729	3730144	1
ENSG00000135916	2	231729354	231743963	1
ENSG00000198846	8	59717977	60031767	-1
ENSG00000069966	15	52413117	52483566	-1
ENSG00000089692	12	6881678	6887621	1
ENSG00000101017	20	44746911	44758502	1
ENSG00000183560	11	94038759	94040887	1
ENSG00000101425	20	36888551	36965907	1
ENSG00000157778	7	1606966	1610641	-1
ENSG00000139289	12	76419227	76427712	-1
ENSG00000225968	7	1727755	1787590	1
ENSG00000102967	16	72042487	72058954	1
ENSG00000197646	9	5510545	5571282	1
ENSG00000010610	12	6896024	6929974	1
ENSG00000249961	16	66788879	66835523	-1
ENSG00000105792	7	89874488	89940377	1
ENSG00000002822	7	1855383	2272878	-1
ENSG00000135898	2	231772033	231825781	-1
ENSG00000173991	17	37820440	37822808	1
ENSG00000160796	3	47021173	47051193	1
ENSG00000107036	9	5629025	5776557	1
ENSG00000104388	8	61429416	61536186	1
ENSG00000141744	17	37824234	37826728	1
ENSG00000173699	2	231860836	231889770	1
ENSG00000157557	21	40177231	40196879	1
ENSG00000161395	17	37827375	37853050	-1
ENSG00000250510	12	6930711	6936586	1
ENSG00000126602	16	3701640	3767598	-1
ENSG00000187109	12	76438670	76478813	-1
ENSG00000128833	15	52484519	52587995	-1
ENSG00000204128	2	231902205	231914434	1
ENSG00000151702	11	128555046	128683161	1
ENSG00000162591	1	3406484	3528059	-1
ENSG00000175182	3	184053714	184064063	1
ENSG00000123901	11	94110477	94134585	-1
ENSG00000180638	17	19581601	19622292	-1
ENSG00000198160	1	67390578	67454302	1
ENSG00000165416	13	53226844	53262433	1
ENSG00000251692	16	1535887	1538982	-1
ENSG00000020922	11	94152895	94227074	-1
ENSG00000013364	16	29831715	29859355	1
ENSG00000100726	16	1543345	1560458	1
ENSG00000008311	7	121715701	121784334	-1
ENSG00000116221	1	54649714	54686603	1
ENSG00000203740	1	170115142	170136931	1
ENSG00000110955	12	57031959	57039798	-1
ENSG00000120370	1	170501270	170522974	1
ENSG00000173692	2	231921578	232037541	1
ENSG00000140830	16	72078188	72128330	-1
ENSG00000136379	15	80972025	81047962	1
ENSG00000115593	2	88367299	88412906	1
ENSG00000157216	1	54692190	54879152	-1
ENSG00000197535	15	52599480	52821247	-1
ENSG00000183527	21	40546695	40555777	-1
ENSG00000103888	15	81071684	81244117	1
ENSG00000066697	9	103189438	103213511	1
ENSG00000099219	9	5765076	5833117	-1
ENSG00000162144	11	61116226	61129771	-1
ENSG00000151704	11	128706210	128737268	-1
ENSG00000128052	4	55944644	55991756	-1
ENSG00000121940	1	109472130	109506111	-1
ENSG00000171316	8	61591337	61779465	1
ENSG00000165496	14	47120222	47121028	-1
ENSG00000139915	14	47308826	48144157	-1
ENSG00000172782	17	72873428	72889708	-1
ENSG00000134538	12	21284136	21392180	1
ENSG00000136110	13	53277399	53313947	-1
ENSG00000117419	1	44686742	44820932	-1
ENSG00000066629	14	100204030	100408397	1
ENSG00000149654	20	44802372	44937137	-1
ENSG00000257017	16	72088491	72094954	1
ENSG00000103502	16	29869678	29875057	-1
ENSG00000187535	16	1560428	1662111	-1
ENSG00000136099	13	53418109	53422775	-1
ENSG00000165995	10	18429606	18830798	1
ENSG00000163154	1	151129105	151132225	1
ENSG00000084453	12	21417534	21572528	-1
ENSG00000102837	13	53602830	53626196	1
ENSG00000116132	1	170631869	170708560	1
ENSG00000159593	16	66836778	66907159	-1
ENSG00000163155	1	151132224	151138424	-1
ENSG00000129988	20	36974759	37005665	1
ENSG00000172725	11	67205519	67211292	-1
ENSG00000114859	3	184063973	184079439	-1
ENSG00000182040	17	72912176	72919351	-1
ENSG00000120457	11	128760140	128790930	1
ENSG00000088930	20	21283942	21370463	1
ENSG00000158089	2	31133333	31378068	-1
ENSG00000128989	15	52839242	52862080	-1
ENSG00000198873	10	120967101	121215131	1
ENSG00000139625	12	53874274	53893847	-1
ENSG00000234278	13	57741331	57744352	1
ENSG00000128610	7	121941448	121950745	-1
ENSG00000106069	7	29161956	29553944	1
ENSG00000118946	13	58205944	58303445	1
ENSG00000117899	15	81239667	81282219	-1
ENSG00000163156	1	151138498	151142773	1
ENSG00000141736	17	37844167	37886679	1
ENSG00000139546	12	53894705	53900215	1
ENSG00000005339	16	3775055	3930727	-1
ENSG00000139734	13	60239717	60738119	-1
ENSG00000154305	1	222791428	222841354	1
ENSG00000047346	15	52873514	53002014	-1
ENSG00000183034	17	72920370	72930007	1
ENSG00000111664	12	6949118	6956557	1
ENSG00000064300	17	47572655	47592379	1
ENSG00000182575	17	47653220	47661189	1
ENSG00000135914	2	231972944	231989832	-1
ENSG00000170471	20	37101459	37207504	1
ENSG00000121067	17	47676246	47755596	-1
ENSG00000135931	2	232063260	232239548	1
ENSG00000241697	9	103204560	103339918	1
ENSG00000182938	17	72931814	72946087	1
ENSG00000120885	8	27454434	27472548	-1
ENSG00000131634	16	1578689	1605581	1
ENSG00000185658	21	40556102	40693485	-1
ENSG00000174370	11	128769460	128775930	-1
ENSG00000108602	17	19641297	19652256	-1
ENSG00000114026	3	9791628	9829903	1
ENSG00000170681	9	103340361	103350188	1
ENSG00000121351	12	21507893	21532912	1
ENSG00000111665	12	6957967	6961230	-1
ENSG00000165269	9	33384765	33402643	-1
ENSG00000148123	9	103790991	104087417	1
ENSG00000169856	15	53049186	53083273	-1
ENSG00000121350	12	21590549	21623300	1
ENSG00000081803	7	121958481	122526813	-1
ENSG00000106628	7	44154286	44163957	-1
ENSG00000166415	15	53805938	54055075	-1
ENSG00000174938	16	29882480	29910868	-1
ENSG00000158109	1	3541566	3546691	1
ENSG00000007545	16	1662326	1727909	1
ENSG00000163586	2	88422510	88427635	-1
ENSG00000162104	16	4003388	4166186	-1
ENSG00000140406	15	81293295	81296342	1
ENSG00000183117	8	2792992	4852494	-1
ENSG00000156206	15	81299374	81441516	1
ENSG00000137766	15	54305101	54920806	1
ENSG00000085433	1	109512836	109584850	-1
ENSG00000144115	2	88469835	88486146	1
ENSG00000149483	11	61129473	61136683	1
ENSG00000154832	18	47808713	47814674	-1
ENSG00000004700	12	21621845	21654603	-1
ENSG00000163882	3	184079506	184086384	1
ENSG00000080189	20	44978167	44993043	-1
ENSG00000111667	12	6961292	6975796	1
ENSG00000162783	1	181057638	181059977	1
ENSG00000156017	9	77595936	77643339	-1
ENSG00000173465	11	65337901	65341413	1
ENSG00000137876	15	55473004	55489265	-1
ENSG00000122687	7	2273866	2281840	-1
ENSG00000253251	5	64920592	64926718	1
ENSG00000198216	1	181382238	181777219	1
ENSG00000185739	16	4239375	4292081	-1
ENSG00000128039	4	56212276	56239263	1
ENSG00000176973	11	65339820	65341669	1
ENSG00000168876	11	94226795	94232749	1
ENSG00000197860	5	64961755	65018862	-1
ENSG00000187147	1	44870866	45117396	1
ENSG00000183354	9	5881596	6007901	-1
ENSG00000111711	12	21654715	21671091	1
ENSG00000173442	11	65343509	65360121	1
ENSG00000106733	9	77675489	77703133	-1
ENSG00000069974	15	55495164	55611311	-1
ENSG00000134851	4	56262124	56292339	1
ENSG00000105793	7	89964537	90020769	1
ENSG00000090447	16	4307187	4323076	-1
ENSG00000120215	9	5890802	5910606	1
ENSG00000090534	3	184089723	184095932	-1
ENSG00000172349	15	81451916	81605104	1
ENSG00000206053	16	1728257	1752281	1
ENSG00000069943	15	55611158	55647846	1
ENSG00000176532	7	29603427	29606911	1
ENSG00000213741	14	50043390	50065408	-1
ENSG00000183621	10	31133563	31320866	-1
ENSG00000175514	11	67218772	67220200	-1
ENSG00000123213	5	65018023	65167553	1
ENSG00000134548	12	21679241	21690311	1
ENSG00000137040	9	6011043	6015618	-1
ENSG00000156966	2	232260254	232265875	1
ENSG00000177182	8	61969717	62414204	1
ENSG00000117501	1	170904612	171033906	1
ENSG00000168748	16	66878282	66888056	1
ENSG00000137033	9	6215805	6257983	1
ENSG00000111713	12	21689123	21757781	-1
ENSG00000090539	3	184097861	184108524	1
ENSG00000162390	1	55007930	55104865	1
ENSG00000172663	11	67231824	67236743	-1
ENSG00000126603	16	4364762	4389598	1
ENSG00000170145	11	111473115	111601577	1
ENSG00000168077	8	27491385	27534190	1
ENSG00000134627	11	94277006	94354587	1
ENSG00000139574	12	53900472	53902004	-1
ENSG00000165501	14	50065415	50081390	1
ENSG00000106268	7	2281857	2290781	1
ENSG00000260916	15	55632230	55700708	-1
ENSG00000217930	16	4381550	4405608	-1
ENSG00000170777	9	6328349	6331900	1
ENSG00000111669	12	6976283	6980112	1
ENSG00000116213	1	3547331	3569325	-1
ENSG00000172073	2	88824169	88829102	1
ENSG00000165272	9	33441152	33447609	-1
ENSG00000172840	16	66912492	66929657	1
ENSG00000241468	7	99046098	99063954	-1
ENSG00000172071	2	88856259	88927094	-1
ENSG00000174939	16	29911696	29931185	1
ENSG00000122574	7	29846102	29956682	1
ENSG00000139971	14	58466453	58764857	-1
ENSG00000179941	12	76738254	76742222	-1
ENSG00000196371	11	94277017	94283063	1
ENSG00000203867	10	112404155	112599227	1
ENSG00000166025	11	94439597	94609918	1
ENSG00000187049	11	61159159	61166335	1
ENSG00000147419	8	27590835	27630170	-1
ENSG00000182035	20	37209838	37217106	1
ENSG00000111716	12	21788276	21910791	-1
ENSG00000170653	12	53901640	54020199	-1
ENSG00000165271	9	33461439	33473928	-1
ENSG00000106266	7	2291405	2393953	-1
ENSG00000007933	1	171060018	171086959	1
ENSG00000261652	15	55700746	55710962	1
ENSG00000134852	4	56294070	56413305	-1
ENSG00000197780	1	109605121	109618624	-1
ENSG00000151135	12	107349497	107372556	1
ENSG00000172345	15	81601394	81616524	-1
ENSG00000062598	20	44994688	45061704	-1
ENSG00000256061	15	55702723	55800432	-1
ENSG00000138834	16	1756184	1820318	1
ENSG00000121361	12	21917889	21928515	-1
ENSG00000121073	17	47778305	47786376	-1
ENSG00000069431	12	21950335	22094336	-1
ENSG00000149532	11	61170121	61197503	-1
ENSG00000136881	9	104122699	104145801	-1
ENSG00000115053	2	232318242	232348352	-1
ENSG00000136897	9	104149915	104160896	-1
ENSG00000150593	10	112631565	112659764	1
ENSG00000120832	12	107371069	107380944	-1
ENSG00000147854	9	6413151	6507054	1
ENSG00000171016	15	55831088	55881145	-1
ENSG00000083544	13	60970591	61148012	1
ENSG00000166450	15	55903744	56035288	-1
ENSG00000136870	9	104161155	104172942	1
ENSG00000131966	14	58666798	58701750	1
ENSG00000124143	20	37230577	37279678	1
ENSG00000134996	9	77703459	77762181	1
ENSG00000157224	7	90013035	90142716	1
ENSG00000198363	8	62413116	62627155	-1
ENSG00000136193	7	29959719	30029905	-1
ENSG00000181555	3	47057919	47205457	-1
ENSG00000140798	16	48116884	48189929	-1
ENSG00000069869	15	56119120	56285944	-1
ENSG00000091039	12	76745577	76953589	-1
ENSG00000134042	18	48321491	48351772	-1
ENSG00000171596	2	232387871	232395206	-1
ENSG00000262246	16	4404543	4475706	-1
ENSG00000177673	2	232457575	232458994	1
ENSG00000125816	20	21376005	21378666	-1
ENSG00000215717	1	109633357	109639556	1
ENSG00000187514	2	232571605	232578251	1
ENSG00000173338	11	65360326	65363467	-1
ENSG00000083290	17	19674142	19771249	-1
ENSG00000241058	10	18834490	18940551	-1
ENSG00000148516	10	31607424	31818742	1
ENSG00000010626	12	6982733	7023407	1
ENSG00000101438	20	37353105	37358015	1
ENSG00000101442	20	37377085	37400834	1
ENSG00000179902	1	109648573	109656479	-1
ENSG00000188869	15	81623558	81666554	-1
ENSG00000148908	10	121259340	121302220	-1
ENSG00000173327	11	65365226	65382853	-1
ENSG00000196405	14	100437786	100610573	1
ENSG00000135390	12	54026510	54071192	-1
ENSG00000165502	14	50085237	50087403	-1
ENSG00000151923	10	121334199	121356541	-1
ENSG00000106633	7	44183872	44237769	-1
ENSG00000168282	14	50087489	50090198	1
ENSG00000165506	14	50091892	50101948	-1
ENSG00000197991	13	61983991	62002220	-1
ENSG00000125820	20	21491648	21494664	-1
ENSG00000149212	11	94898704	94965705	-1
ENSG00000156973	2	232597135	232650982	-1
ENSG00000125813	20	21686297	21696620	1
ENSG00000184226	13	66876967	67804468	-1
ENSG00000178445	9	6532464	6645650	-1
ENSG00000100479	14	50110273	50155140	-1
ENSG00000082212	18	48405419	48474691	1
ENSG00000177383	3	184428156	184429836	-1
ENSG00000101445	20	37434348	37551667	1
ENSG00000106263	7	2393721	2420380	1
ENSG00000116299	1	109656301	109749401	1
ENSG00000156931	3	184529931	184770402	1
ENSG00000103024	16	1820287	1821731	-1
ENSG00000110958	12	57057127	57082159	-1
ENSG00000106080	7	30050203	30066300	-1
ENSG00000243678	17	49242796	49249108	1
ENSG00000181827	15	56379478	56535483	-1
ENSG00000183496	15	82334119	82338482	-1
ENSG00000136872	9	104182860	104198105	-1
ENSG00000141738	17	37894180	37903544	1
ENSG00000150361	13	70274726	70682591	-1
ENSG00000162391	1	55074855	55089229	-1
ENSG00000151575	15	56536207	56738195	1
ENSG00000166589	16	66942025	66952887	-1
